user_id,last_updated,vector_kv
9262,2025-08-20 00:49:25.340517,"['watercolor:0.92', 'minimalist:0.49', 'mixed_media:0.95', 'landscape:0.5', 'small_art:0.12', 'sculpture:0.28']"
9263,2025-09-08 23:10:56.013019,"['contemporary:0.34', 'large_canvas:0.41', 'realism:0.71']"
9265,2025-10-06 07:29:55.506336,"['colorful:0.98', 'classical:0.17', 'realism:0.34']"
9266,2025-10-05 21:58:13.248573,"['portrait:0.97', 'sculpture:0.32', 'large_canvas:0.63', 'contemporary:0.76']"
9268,2025-08-26 15:52:38.480585,"['classical:0.55', 'minimalist:0.59', 'landscape:0.54', 'small_art:0.63', 'portrait:0.29', 'realism:0.85', 'oil_painting:0.97']"
9271,2025-07-18 12:33:45.589276,"['contemporary:0.26', 'watercolor:0.69', 'abstract_art:0.77', 'landscape:0.89', 'classical:0.38', 'realism:0.88']"
9272,2025-08-18 07:46:50.646361,"['landscape:0.34', 'digital_art:0.21', 'small_art:0.18']"
9274,2025-08-03 18:42:04.074741,"['landscape:0.59', 'oil_painting:0.63']"
9275,2025-09-16 11:48:37.785924,"['realism:0.67', 'large_canvas:0.68', 'landscape:0.91', 'digital_art:0.62', 'oil_painting:0.92', 'watercolor:0.64', 'small_art:0.81']"
9283,2025-08-22 00:12:21.378787,"['large_canvas:0.57', 'contemporary:0.59', 'watercolor:0.53']"
9284,2025-09-02 13:41:55.461371,"['sculpture:0.78', 'realism:0.94', 'landscape:0.42', 'small_art:0.33', 'minimalist:0.72', 'large_canvas:0.85', 'portrait:0.69', 'mixed_media:0.22']"
9286,2025-08-23 17:52:43.417879,"['portrait:0.45', 'minimalist:0.71']"
9287,2025-07-19 00:41:42.467090,"['sculpture:0.67', 'landscape:0.25', 'abstract_art:0.34', 'large_canvas:0.46', 'minimalist:0.43', 'colorful:0.94']"
9289,2025-07-17 06:39:55.821824,"['oil_painting:0.15', 'small_art:0.29', 'classical:0.5', 'colorful:0.66']"
9292,2025-09-29 01:28:58.953004,"['digital_art:0.34', 'large_canvas:0.14', 'portrait:0.31', 'oil_painting:0.9', 'landscape:0.97', 'classical:0.74']"
9293,2025-08-13 15:51:07.792614,"['small_art:0.85', 'contemporary:0.51', 'minimalist:0.94', 'oil_painting:0.28', 'abstract_art:0.73', 'realism:0.7', 'large_canvas:0.42']"
9295,2025-07-25 06:14:35.043028,"['watercolor:0.17', 'minimalist:0.79', 'digital_art:0.43', 'oil_painting:0.81']"
9296,2025-08-14 15:14:51.662240,"['contemporary:0.92', 'mixed_media:0.87', 'abstract_art:0.43', 'watercolor:0.7', 'classical:0.57']"
9298,2025-08-01 13:01:52.267919,"['landscape:0.23', 'digital_art:0.99', 'contemporary:0.13', 'minimalist:0.14']"
9299,2025-08-16 23:18:21.035867,"['minimalist:0.98', 'digital_art:0.54', 'colorful:0.45', 'abstract_art:0.91', 'mixed_media:0.18', 'contemporary:0.92', 'portrait:0.62']"
9301,2025-09-22 08:20:20.450700,"['watercolor:0.8', 'mixed_media:0.79', 'realism:0.17', 'landscape:0.62', 'abstract_art:0.46', 'digital_art:0.72', 'large_canvas:0.41']"
9302,2025-08-17 14:00:03.062169,"['mixed_media:0.41', 'sculpture:0.88', 'colorful:0.64', 'minimalist:0.12', 'small_art:0.45', 'digital_art:0.17']"
9304,2025-09-01 16:17:03.673982,"['realism:0.68', 'portrait:0.63', 'sculpture:0.76', 'contemporary:0.93', 'abstract_art:0.98']"
9305,2025-08-15 11:32:58.585426,"['large_canvas:0.28', 'watercolor:0.54', 'digital_art:0.89', 'abstract_art:0.64', 'classical:0.49', 'mixed_media:0.86', 'colorful:0.16', 'minimalist:0.33', 'contemporary:0.11']"
9307,2025-09-04 12:25:29.047026,"['oil_painting:0.47', 'colorful:0.46', 'portrait:0.25', 'watercolor:0.55', 'sculpture:0.82']"
9308,2025-07-21 16:44:31.621015,"['watercolor:0.89', 'sculpture:0.5', 'small_art:0.6', 'classical:0.73', 'large_canvas:0.65', 'contemporary:0.64', 'mixed_media:0.45']"
9310,2025-08-23 07:20:10.777102,"['mixed_media:0.59', 'large_canvas:0.62', 'digital_art:0.46', 'realism:0.65', 'colorful:0.75', 'oil_painting:0.28', 'abstract_art:0.64']"
9311,2025-07-23 21:10:58.270046,"['large_canvas:0.43', 'sculpture:0.98', 'mixed_media:0.33', 'realism:0.87', 'abstract_art:1']"
9313,2025-09-15 16:58:43.130535,"['landscape:0.37', 'sculpture:0.73', 'realism:0.74', 'small_art:0.49']"
9314,2025-09-29 01:35:26.407805,"['small_art:0.18', 'minimalist:0.86', 'digital_art:0.47']"
9317,2025-08-07 01:27:10.837624,"['classical:0.75', 'mixed_media:0.68', 'realism:0.58', 'contemporary:0.76', 'abstract_art:0.54', 'digital_art:0.23']"
9319,2025-07-19 20:45:23.275354,"['minimalist:0.73', 'mixed_media:0.24', 'realism:0.2', 'sculpture:0.22']"
9320,2025-08-19 19:00:40.933074,"['mixed_media:0.86', 'contemporary:0.86', 'large_canvas:0.75', 'oil_painting:0.37', 'sculpture:0.18', 'watercolor:1', 'classical:0.9']"
9322,2025-09-08 21:56:31.976962,"['oil_painting:0.37', 'digital_art:0.49', 'portrait:0.15', 'minimalist:0.73', 'landscape:0.64', 'classical:0.41']"
9323,2025-10-16 09:31:57.167006,"['landscape:0.78', 'abstract_art:0.42', 'classical:0.98', 'realism:0.78', 'digital_art:0.47']"
9325,2025-07-22 10:04:52.926295,"['landscape:0.8', 'colorful:0.47', 'realism:0.26']"
9326,2025-09-24 05:23:18.637426,"['digital_art:0.21', 'portrait:0.48', 'abstract_art:0.99', 'small_art:0.67', 'mixed_media:0.97', 'contemporary:0.7']"
9328,2025-07-24 09:38:07.729251,"['minimalist:0.78', 'mixed_media:0.83', 'contemporary:0.39', 'abstract_art:0.98']"
9331,2025-09-01 15:24:13.207907,"['small_art:0.81', 'watercolor:0.17', 'minimalist:0.3', 'abstract_art:0.58', 'colorful:0.79']"
9332,2025-08-07 13:45:53.349077,"['sculpture:0.14', 'large_canvas:0.31', 'classical:0.6', 'landscape:0.17', 'small_art:0.74']"
9335,2025-09-27 00:20:07.003888,"['classical:0.37', 'minimalist:0.94', 'colorful:0.76', 'realism:0.76']"
9337,2025-08-05 11:44:43.178051,"['large_canvas:0.5', 'portrait:0.27', 'contemporary:0.1', 'small_art:0.59']"
9338,2025-07-21 05:49:38.695437,"['contemporary:0.72', 'realism:0.63', 'portrait:0.47', 'small_art:0.77', 'mixed_media:0.25']"
9340,2025-08-10 15:19:24.558180,"['contemporary:0.22', 'landscape:0.2', 'realism:0.74']"
9341,2025-09-25 08:51:48.884666,"['colorful:0.86', 'contemporary:0.7', 'classical:0.38', 'sculpture:0.52', 'oil_painting:0.54', 'minimalist:0.86', 'large_canvas:0.72', 'digital_art:0.14']"
9343,2025-08-14 19:15:24.745518,"['small_art:0.31', 'classical:0.47', 'contemporary:0.11', 'abstract_art:0.67', 'portrait:0.34', 'oil_painting:0.34']"
9344,2025-07-12 15:33:18.116224,"['sculpture:0.71', 'watercolor:0.5', 'digital_art:0.5', 'mixed_media:0.39']"
9349,2025-08-26 17:27:41.746897,"['small_art:0.48', 'watercolor:0.52', 'contemporary:0.11', 'colorful:0.16']"
9350,2025-08-29 05:23:24.586416,"['portrait:0.89', 'realism:0.13', 'colorful:0.28', 'landscape:0.19', 'abstract_art:0.23', 'mixed_media:0.95', 'contemporary:0.5', 'watercolor:0.16']"
9352,2025-07-31 03:57:14.919933,"['minimalist:0.41', 'oil_painting:0.64', 'abstract_art:0.96', 'digital_art:0.86']"
9353,2025-07-09 12:10:52.685805,"['colorful:1', 'contemporary:0.72', 'mixed_media:0.86', 'sculpture:0.12', 'oil_painting:0.88']"
9356,2025-08-14 03:27:23.900265,"['realism:0.8', 'digital_art:1', 'watercolor:0.73']"
9358,2025-08-23 00:24:36.574177,"['digital_art:0.89', 'large_canvas:0.42', 'classical:0.91']"
9359,2025-10-02 14:10:35.889346,"['landscape:0.91', 'small_art:0.68', 'digital_art:0.13', 'watercolor:0.35', 'classical:0.78', 'large_canvas:0.31', 'realism:0.7']"
9361,2025-07-30 19:20:29.997591,"['landscape:0.36', 'oil_painting:0.22', 'digital_art:0.93']"
9362,2025-10-14 19:58:06.309351,"['colorful:0.3', 'classical:0.84', 'realism:0.9', 'contemporary:0.48', 'abstract_art:0.82', 'digital_art:0.4', 'oil_painting:0.6']"
9365,2025-09-03 16:37:59.051766,"['mixed_media:0.43', 'landscape:0.71', 'small_art:0.72', 'minimalist:0.83', 'large_canvas:0.75', 'realism:0.26', 'oil_painting:0.66', 'contemporary:0.42']"
9367,2025-09-03 18:27:18.263627,"['portrait:0.95', 'watercolor:0.78', 'mixed_media:0.46', 'large_canvas:0.89', 'contemporary:0.26']"
9368,2025-09-28 17:45:07.270300,"['oil_painting:0.15', 'minimalist:0.53', 'contemporary:0.28', 'sculpture:0.3', 'classical:0.33', 'watercolor:0.5']"
9370,2025-07-29 03:27:04.196368,"['colorful:0.32', 'large_canvas:0.27', 'watercolor:0.28', 'digital_art:0.81', 'landscape:0.43', 'mixed_media:0.94', 'minimalist:0.76', 'sculpture:0.67']"
9371,2025-09-08 09:55:24.114931,"['contemporary:0.35', 'colorful:0.47', 'portrait:0.85', 'sculpture:0.63']"
9373,2025-08-20 04:26:15.678804,"['landscape:0.24', 'small_art:0.64', 'portrait:0.6', 'realism:0.42']"
9374,2025-09-15 23:47:16.230321,"['oil_painting:0.82', 'abstract_art:0.86', 'contemporary:0.68', 'sculpture:0.15', 'landscape:0.11', 'small_art:0.96', 'large_canvas:0.64', 'watercolor:0.94', 'classical:0.5', 'realism:0.57']"
9377,2025-07-10 05:58:13.605847,"['realism:0.41', 'sculpture:0.7', 'classical:0.33', 'minimalist:1', 'portrait:0.64', 'small_art:0.28', 'oil_painting:0.17']"
9379,2025-08-25 16:48:53.397344,"['portrait:0.82', 'abstract_art:0.11', 'large_canvas:0.33', 'small_art:0.67', 'mixed_media:0.35', 'realism:0.2', 'contemporary:0.87', 'colorful:0.33']"
9382,2025-10-09 11:18:29.960986,"['small_art:0.99', 'minimalist:0.97', 'contemporary:0.6']"
9383,2025-07-09 13:12:50.415502,"['classical:0.82', 'digital_art:0.99', 'landscape:0.89']"
9385,2025-08-07 04:27:14.126728,"['realism:0.46', 'portrait:0.63', 'colorful:0.78', 'watercolor:0.25', 'classical:0.41', 'minimalist:0.66']"
9389,2025-09-02 11:39:45.509196,"['colorful:0.69', 'large_canvas:0.27', 'realism:0.78', 'small_art:0.65', 'contemporary:0.86', 'watercolor:0.89', 'oil_painting:0.36', 'digital_art:0.17', 'landscape:0.44']"
9391,2025-10-08 15:02:25.147747,"['mixed_media:0.56', 'realism:0.41', 'large_canvas:0.41']"
9395,2025-08-09 08:51:42.524873,"['realism:0.43', 'small_art:0.98', 'landscape:0.88', 'sculpture:0.98', 'colorful:0.68', 'digital_art:0.39', 'abstract_art:0.12', 'mixed_media:0.24', 'large_canvas:0.56']"
9397,2025-07-09 19:53:41.575723,"['digital_art:0.57', 'small_art:0.34', 'realism:0.12', 'abstract_art:0.65', 'mixed_media:0.93', 'watercolor:0.72', 'colorful:0.89', 'contemporary:0.47']"
9398,2025-09-12 06:48:55.557095,"['digital_art:0.74', 'colorful:0.33', 'mixed_media:0.49', 'sculpture:0.87', 'minimalist:0.53']"
9400,2025-09-02 20:27:13.522834,"['landscape:0.96', 'oil_painting:0.47', 'abstract_art:0.34', 'classical:0.35', 'watercolor:0.99']"
9401,2025-07-13 04:30:46.109460,"['sculpture:0.37', 'classical:0.11', 'mixed_media:0.84', 'small_art:0.99', 'portrait:0.19']"
9403,2025-07-16 09:36:20.656487,"['mixed_media:0.56', 'portrait:0.29', 'colorful:0.66', 'digital_art:0.38', 'landscape:0.47', 'minimalist:0.68', 'classical:0.66', 'abstract_art:0.8']"
9404,2025-09-21 15:41:24.926773,"['oil_painting:0.37', 'landscape:0.93', 'portrait:0.46', 'colorful:0.79', 'classical:0.9', 'large_canvas:0.76', 'sculpture:0.66']"
9406,2025-09-27 18:53:09.591878,"['oil_painting:0.69', 'minimalist:0.97', 'landscape:0.51', 'colorful:0.33']"
9407,2025-09-03 01:33:27.041765,"['sculpture:0.61', 'realism:0.98', 'watercolor:0.59', 'small_art:0.43', 'contemporary:0.47']"
9410,2025-08-18 08:09:36.671498,"['oil_painting:0.83', 'watercolor:0.34', 'sculpture:0.81', 'small_art:0.23', 'digital_art:0.24', 'large_canvas:0.86', 'realism:0.95']"
9412,2025-09-17 15:18:47.887940,"['minimalist:0.3', 'portrait:0.72', 'large_canvas:0.45', 'landscape:0.82']"
9413,2025-07-13 11:48:03.809165,"['contemporary:0.64', 'minimalist:0.87', 'colorful:0.5', 'sculpture:0.43', 'digital_art:0.43', 'watercolor:0.56']"
9415,2025-10-03 07:30:59.199391,"['watercolor:0.92', 'minimalist:0.9', 'contemporary:0.86', 'sculpture:0.28', 'small_art:0.94']"
9416,2025-09-25 00:23:09.522853,"['small_art:0.94', 'portrait:0.74', 'oil_painting:0.19', 'digital_art:0.93']"
9418,2025-09-03 02:36:43.783693,"['abstract_art:0.21', 'contemporary:0.62', 'landscape:0.74', 'digital_art:0.28']"
9419,2025-07-10 21:04:00.232682,"['minimalist:0.81', 'landscape:0.31', 'portrait:0.22', 'classical:0.4', 'watercolor:0.56', 'colorful:0.52']"
9421,2025-10-10 22:15:42.463174,"['watercolor:0.65', 'abstract_art:0.57', 'classical:0.73', 'portrait:0.26', 'contemporary:0.13', 'realism:0.43']"
9422,2025-09-11 11:47:54.450757,"['abstract_art:0.25', 'classical:0.77', 'digital_art:0.44']"
9424,2025-07-10 02:46:39.974908,"['large_canvas:0.23', 'digital_art:0.94', 'contemporary:0.13', 'abstract_art:0.99', 'watercolor:0.41', 'mixed_media:0.75']"
9425,2025-09-30 04:10:22.733736,"['portrait:0.44', 'abstract_art:0.68', 'sculpture:0.95']"
9427,2025-10-13 07:16:30.925293,"['portrait:0.52', 'realism:0.51', 'mixed_media:0.27', 'digital_art:0.69', 'small_art:0.94', 'landscape:0.6']"
9428,2025-08-18 17:39:25.608598,"['small_art:0.36', 'classical:0.5', 'mixed_media:0.8', 'minimalist:0.27', 'abstract_art:0.99', 'landscape:0.39', 'watercolor:0.28', 'colorful:0.93']"
9430,2025-09-17 14:37:13.301253,"['digital_art:0.7', 'colorful:0.41', 'landscape:0.96', 'realism:0.54']"
9434,2025-07-22 04:03:42.391986,"['mixed_media:0.88', 'contemporary:0.18', 'large_canvas:0.19', 'classical:0.37', 'minimalist:0.84', 'landscape:0.82', 'digital_art:0.93', 'colorful:0.25', 'realism:0.21']"
9436,2025-10-05 08:50:43.154750,"['minimalist:0.68', 'realism:0.88', 'watercolor:0.35', 'colorful:0.55', 'classical:0.17', 'landscape:0.72', 'mixed_media:0.67']"
9439,2025-07-14 00:21:48.758481,"['digital_art:0.85', 'sculpture:0.41', 'colorful:0.54', 'minimalist:0.86', 'abstract_art:0.88', 'landscape:0.31', 'large_canvas:0.11']"
9440,2025-08-07 07:35:11.807005,"['classical:0.94', 'oil_painting:0.34', 'realism:0.51', 'landscape:0.3', 'portrait:0.53', 'watercolor:0.65']"
9443,2025-08-13 22:41:30.663706,"['landscape:0.66', 'contemporary:0.16', 'mixed_media:0.8', 'oil_painting:0.77']"
9445,2025-08-15 17:43:40.198694,"['colorful:0.79', 'digital_art:0.89', 'mixed_media:0.17', 'abstract_art:0.71']"
9446,2025-08-16 08:16:19.405654,"['minimalist:0.24', 'abstract_art:0.73', 'small_art:0.22', 'realism:0.94', 'watercolor:0.36', 'portrait:0.12']"
9448,2025-09-10 20:26:01.384588,"['oil_painting:0.2', 'realism:0.38', 'abstract_art:0.79']"
9451,2025-07-13 23:33:35.825600,"['watercolor:0.58', 'large_canvas:0.42', 'digital_art:0.38', 'minimalist:0.5', 'colorful:0.91', 'abstract_art:0.99']"
9452,2025-07-26 21:31:00.392199,"['oil_painting:0.69', 'minimalist:0.66', 'landscape:0.96']"
9454,2025-07-27 06:01:42.458928,"['contemporary:0.8', 'portrait:0.29', 'oil_painting:0.28']"
9455,2025-07-16 18:37:25.967119,"['classical:0.38', 'watercolor:0.98', 'oil_painting:0.55', 'realism:0.77', 'mixed_media:0.54', 'small_art:0.39', 'colorful:0.93', 'contemporary:0.92']"
9457,2025-07-10 01:52:21.411261,"['large_canvas:0.24', 'oil_painting:0.82', 'watercolor:0.21', 'portrait:0.34', 'digital_art:0.62', 'contemporary:0.9', 'abstract_art:0.14']"
9458,2025-10-05 03:34:02.861813,"['oil_painting:0.21', 'abstract_art:0.8', 'sculpture:0.12', 'minimalist:0.84', 'watercolor:0.99', 'small_art:0.13', 'realism:0.41', 'colorful:0.15']"
9460,2025-07-08 22:12:03.020656,"['classical:0.66', 'large_canvas:0.23', 'contemporary:0.11', 'colorful:0.6']"
9461,2025-07-24 20:22:05.524292,"['watercolor:0.99', 'colorful:0.65', 'classical:0.92']"
9464,2025-07-24 14:34:31.503696,"['minimalist:1', 'digital_art:0.27', 'landscape:0.66', 'realism:0.88', 'colorful:0.91', 'mixed_media:0.12']"
9469,2025-07-16 14:52:41.219980,"['watercolor:0.84', 'digital_art:0.67', 'realism:0.42', 'landscape:0.16']"
9470,2025-07-15 10:44:55.905340,"['sculpture:0.54', 'contemporary:0.62', 'large_canvas:0.47', 'small_art:0.84', 'mixed_media:0.49']"
9472,2025-10-06 00:24:37.645618,"['contemporary:0.89', 'landscape:0.62', 'abstract_art:0.43', 'realism:0.4', 'large_canvas:0.84', 'watercolor:0.18']"
9473,2025-08-23 17:44:30.749010,"['classical:0.11', 'realism:0.67', 'contemporary:0.99', 'minimalist:0.85', 'digital_art:0.59', 'large_canvas:0.96', 'colorful:0.19']"
9475,2025-10-07 06:44:03.808518,"['portrait:0.62', 'landscape:0.83', 'watercolor:0.23', 'oil_painting:0.61', 'sculpture:0.35']"
9476,2025-09-02 10:06:08.324321,"['minimalist:0.3', 'small_art:0.56', 'digital_art:0.98', 'colorful:0.36', 'oil_painting:0.28']"
9479,2025-08-29 06:21:02.405953,"['classical:0.27', 'watercolor:0.8', 'landscape:0.39', 'colorful:0.59']"
9481,2025-10-09 08:41:14.577891,"['oil_painting:0.21', 'portrait:0.15', 'large_canvas:0.19', 'minimalist:0.54', 'watercolor:0.96']"
9482,2025-07-21 17:44:49.654662,"['colorful:0.31', 'oil_painting:0.76', 'large_canvas:0.68', 'mixed_media:0.56', 'abstract_art:0.5', 'minimalist:0.26', 'realism:0.44']"
9485,2025-07-18 05:56:27.183446,"['oil_painting:0.71', 'sculpture:0.84', 'abstract_art:0.74']"
9487,2025-08-18 13:07:29.552349,"['abstract_art:0.83', 'landscape:0.47', 'sculpture:0.53', 'colorful:0.88', 'classical:0.2', 'contemporary:0.5', 'watercolor:0.65', 'small_art:0.33']"
9488,2025-10-08 23:44:14.181638,"['colorful:0.58', 'mixed_media:0.58', 'realism:0.48', 'portrait:0.91', 'watercolor:0.75', 'abstract_art:0.98']"
9490,2025-08-09 12:14:50.918468,"['contemporary:0.56', 'minimalist:0.22', 'large_canvas:0.39', 'colorful:0.46', 'classical:0.49', 'landscape:0.91', 'realism:1']"
9491,2025-07-14 06:36:33.930308,"['minimalist:0.85', 'abstract_art:0.6', 'landscape:0.28', 'realism:0.89', 'sculpture:0.2', 'large_canvas:0.55']"
9493,2025-08-09 15:26:10.016540,"['landscape:0.87', 'sculpture:1', 'small_art:0.33', 'watercolor:0.7']"
9494,2025-08-03 12:27:30.314643,"['contemporary:0.81', 'watercolor:0.12', 'realism:0.87', 'landscape:0.11', 'minimalist:0.58', 'mixed_media:0.86']"
9499,2025-07-28 13:53:09.948509,"['contemporary:0.98', 'sculpture:0.65', 'landscape:0.17', 'classical:0.29', 'minimalist:0.92', 'large_canvas:0.28', 'small_art:0.88', 'mixed_media:0.16']"
9508,2025-08-10 09:02:48.855405,"['large_canvas:0.65', 'mixed_media:0.93', 'digital_art:0.35', 'classical:0.24']"
9509,2025-08-11 17:57:33.663269,"['large_canvas:0.73', 'small_art:0.7', 'realism:0.93', 'landscape:0.94', 'sculpture:0.98', 'digital_art:0.69', 'classical:0.56']"
9512,2025-08-19 17:22:21.035521,"['oil_painting:0.17', 'abstract_art:0.2', 'digital_art:0.3', 'small_art:0.84', 'watercolor:0.24']"
9514,2025-09-07 13:23:17.987995,"['landscape:0.19', 'oil_painting:0.76', 'contemporary:0.67', 'colorful:0.2', 'mixed_media:0.78', 'minimalist:0.5', 'portrait:0.17']"
9515,2025-07-30 21:33:29.237897,"['colorful:0.68', 'portrait:0.74', 'oil_painting:0.79', 'watercolor:0.72', 'minimalist:0.53', 'small_art:0.1', 'landscape:0.49', 'mixed_media:0.13']"
9520,2025-07-20 23:34:49.909263,"['realism:0.29', 'mixed_media:0.98', 'landscape:0.58', 'contemporary:0.64', 'large_canvas:0.88', 'abstract_art:0.76', 'classical:0.71']"
9521,2025-10-08 11:00:36.350877,"['realism:0.95', 'watercolor:0.69', 'digital_art:0.56', 'small_art:0.32', 'classical:0.88', 'abstract_art:0.97', 'portrait:0.46']"
9523,2025-07-15 19:40:57.440724,"['minimalist:0.19', 'contemporary:0.54', 'digital_art:0.87', 'large_canvas:0.59']"
9527,2025-07-09 07:26:14.130771,"['digital_art:0.56', 'oil_painting:0.5', 'large_canvas:0.38', 'minimalist:0.27']"
9529,2025-07-29 23:41:17.373636,"['small_art:0.11', 'portrait:0.44', 'digital_art:0.53']"
9530,2025-09-03 22:36:42.084928,"['small_art:0.35', 'contemporary:0.55', 'mixed_media:0.57']"
9535,2025-07-26 21:18:10.111649,"['realism:0.69', 'small_art:0.29', 'portrait:0.75']"
9538,2025-07-10 09:42:50.774659,"['large_canvas:0.11', 'classical:0.92', 'landscape:0.67', 'oil_painting:0.12', 'digital_art:0.91', 'small_art:0.1', 'minimalist:0.66']"
9539,2025-08-10 08:31:30.374175,"['mixed_media:0.66', 'colorful:0.64', 'abstract_art:0.5']"
9541,2025-07-10 17:37:45.338265,"['colorful:0.65', 'large_canvas:0.35', 'small_art:0.26', 'watercolor:0.13', 'sculpture:0.1', 'oil_painting:0.21']"
9542,2025-09-04 20:24:12.250982,"['minimalist:0.81', 'classical:0.31', 'large_canvas:0.96', 'portrait:0.87', 'watercolor:0.12', 'oil_painting:0.48']"
9547,2025-10-14 12:30:29.884498,"['minimalist:0.96', 'portrait:0.52', 'watercolor:0.88']"
9548,2025-09-16 04:40:20.307891,"['mixed_media:0.58', 'classical:0.42', 'watercolor:0.37', 'digital_art:0.62', 'contemporary:0.88', 'colorful:0.76', 'small_art:0.54']"
9550,2025-07-08 19:28:39.906375,"['digital_art:0.97', 'oil_painting:0.62']"
9551,2025-08-31 06:48:37.607037,"['colorful:0.33', 'sculpture:0.5', 'landscape:0.94', 'abstract_art:0.88', 'contemporary:0.39', 'oil_painting:0.25', 'mixed_media:0.62', 'small_art:0.92']"
9553,2025-09-04 14:26:13.455394,"['classical:0.54', 'mixed_media:0.38', 'contemporary:0.47']"
9554,2025-08-14 23:23:49.618866,"['landscape:0.38', 'contemporary:0.44', 'colorful:0.36', 'realism:0.72']"
9556,2025-07-17 07:04:43.421251,"['realism:0.62', 'portrait:0.76', 'large_canvas:0.87', 'classical:0.31']"
9557,2025-10-09 05:16:30.203023,"['colorful:0.93', 'abstract_art:0.15', 'digital_art:0.74', 'large_canvas:0.31', 'minimalist:0.35', 'contemporary:0.83']"
9560,2025-08-25 02:25:21.760431,"['portrait:0.44', 'minimalist:0.96', 'abstract_art:0.94', 'watercolor:0.6', 'sculpture:0.7', 'contemporary:0.51', 'landscape:0.94']"
9562,2025-09-19 16:31:06.670165,"['large_canvas:0.85', 'abstract_art:0.71', 'realism:0.27', 'watercolor:0.37', 'landscape:0.24', 'oil_painting:0.74', 'minimalist:0.84']"
9565,2025-07-18 01:05:32.038491,"['classical:0.91', 'realism:0.7', 'digital_art:0.95', 'sculpture:0.88', 'mixed_media:0.58']"
9566,2025-09-24 18:01:36.661820,"['mixed_media:0.58', 'portrait:0.79', 'large_canvas:0.26', 'digital_art:0.77', 'minimalist:0.57']"
9568,2025-07-13 12:27:07.692389,"['abstract_art:0.91', 'sculpture:0.88', 'small_art:0.86']"
9569,2025-08-12 17:22:12.028522,"['large_canvas:0.36', 'landscape:0.46', 'colorful:0.43', 'portrait:0.67', 'oil_painting:0.88', 'minimalist:0.23']"
9571,2025-07-24 05:11:17.905318,"['classical:0.7', 'mixed_media:0.88', 'portrait:0.7']"
9574,2025-09-24 18:23:07.583918,"['sculpture:0.5', 'digital_art:0.65', 'oil_painting:0.51', 'small_art:0.7', 'landscape:0.21', 'watercolor:0.41', 'mixed_media:0.4', 'minimalist:0.72']"
9575,2025-08-10 05:09:08.024035,"['classical:0.44', 'portrait:0.71', 'small_art:0.43', 'oil_painting:0.22', 'digital_art:0.21', 'minimalist:0.92']"
9577,2025-10-07 02:21:30.801921,"['portrait:0.21', 'small_art:0.63', 'watercolor:0.19']"
9578,2025-09-16 18:21:12.885111,"['abstract_art:0.48', 'mixed_media:0.95', 'small_art:0.13']"
9580,2025-08-12 08:10:44.613217,"['realism:0.59', 'mixed_media:0.63', 'contemporary:0.89', 'landscape:0.61', 'colorful:0.63']"
9581,2025-08-31 02:58:34.436149,"['small_art:0.47', 'classical:0.15', 'realism:0.29', 'oil_painting:0.46', 'minimalist:0.53', 'sculpture:0.55', 'colorful:0.51']"
9583,2025-09-02 09:24:55.454736,"['small_art:0.5', 'digital_art:0.33', 'landscape:0.45']"
9586,2025-07-18 06:59:39.815863,"['oil_painting:0.91', 'watercolor:0.25', 'colorful:0.35', 'contemporary:0.64', 'abstract_art:0.87', 'minimalist:0.16', 'landscape:0.85']"
9587,2025-08-02 14:51:13.711292,"['classical:0.44', 'small_art:0.91', 'sculpture:0.37', 'realism:0.62']"
9589,2025-10-12 02:26:09.823983,"['minimalist:0.44', 'oil_painting:0.42', 'mixed_media:0.64', 'portrait:0.32', 'realism:0.89', 'small_art:0.65']"
9590,2025-09-10 07:25:14.872293,"['digital_art:0.17', 'classical:0.39', 'large_canvas:0.8', 'oil_painting:0.78', 'watercolor:0.39']"
9592,2025-07-17 14:04:38.188282,"['contemporary:0.2', 'oil_painting:0.13', 'sculpture:0.33', 'large_canvas:0.96']"
9593,2025-09-16 09:50:15.322859,"['abstract_art:0.66', 'large_canvas:0.71', 'landscape:0.88', 'small_art:0.62', 'realism:0.42', 'digital_art:0.51', 'colorful:0.75']"
9595,2025-10-03 10:17:09.601403,"['mixed_media:0.54', 'large_canvas:0.52', 'small_art:0.32']"
9596,2025-07-21 01:15:38.382976,"['contemporary:0.7', 'minimalist:0.77', 'sculpture:0.59', 'watercolor:0.65', 'colorful:0.74', 'portrait:0.86']"
9598,2025-08-05 15:01:05.590623,"['large_canvas:0.9', 'abstract_art:0.46']"
9599,2025-08-04 06:16:02.213557,"['landscape:0.74', 'large_canvas:0.31', 'mixed_media:0.57', 'contemporary:0.51', 'minimalist:0.96', 'oil_painting:0.33', 'colorful:0.23']"
9601,2025-08-10 18:11:44.616059,"['landscape:0.99', 'mixed_media:0.89', 'contemporary:0.38', 'oil_painting:0.27']"
9602,2025-07-19 05:03:03.717269,"['minimalist:0.9', 'abstract_art:0.67', 'contemporary:0.79']"
9604,2025-10-07 10:14:46.214098,"['contemporary:0.15', 'mixed_media:0.35', 'oil_painting:0.8', 'sculpture:0.88']"
9605,2025-08-11 09:02:24.310980,"['large_canvas:0.85', 'landscape:0.41', 'watercolor:0.92', 'minimalist:0.39']"
9607,2025-07-13 21:22:26.451893,"['contemporary:0.14', 'small_art:0.17', 'classical:0.75', 'mixed_media:0.89', 'watercolor:0.91', 'large_canvas:0.72']"
